relationship_id,source_domain,source_service,source_cluster,source_database,source_schema,source_table,source_key,target_domain,target_service,target_cluster,target_database,target_schema,target_table,target_key,relationship_type,cardinality,cross_cluster,consistency_model,sync_method,source_of_truth,event_topic,on_missing_reference,join_strategy,description
rel-004710,ml,ml-07,pg-cluster-564,ml_svc_07,ml,impression_ml,impression_id,personalization,personalization-10,pg-cluster-700,personalization_svc_10,personalization,owner_personalization,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.owner_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004711,ml,ml-08,pg-cluster-571,ml_svc_08,ml,provider_ml,provider_id,personalization,personalization-02,pg-cluster-611,personalization_svc_02,personalization,item_personalization,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.item_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004712,ml,ml-08,pg-cluster-578,ml_svc_08,ml,settlement_ml,settlement_id,personalization,personalization-03,pg-cluster-622,personalization_svc_03,personalization,configuration_personalization,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.configuration_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004713,ml,ml-09,pg-cluster-585,ml_svc_09,ml,stop_ml,stop_id,personalization,personalization-04,pg-cluster-633,personalization_svc_04,personalization,invoice_personalization,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.invoice_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004714,ml,ml-10,pg-cluster-592,ml_svc_10,ml,rating_ml,rating_id,personalization,personalization-05,pg-cluster-644,personalization_svc_05,personalization,workflow_personalization,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.workflow_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004715,ml,ml-10,pg-cluster-599,ml_svc_10,ml,location_ml,location_id,personalization,personalization-06,pg-cluster-655,personalization_svc_06,personalization,attribute_personalization,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.attribute_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004716,ml,ml-01,pg-cluster-506,ml_svc_01,ml,event_ml,event_id,personalization,personalization-07,pg-cluster-666,personalization_svc_07,personalization,attribution_personalization,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.attribution_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004717,ml,ml-02,pg-cluster-513,ml_svc_02,ml,snapshot_ml,snapshot_id,personalization,personalization-08,pg-cluster-677,personalization_svc_08,personalization,tax_personalization,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.tax_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004718,ml,ml-02,pg-cluster-520,ml_svc_02,ml,movement_ml,movement_id,personalization,personalization-09,pg-cluster-688,personalization_svc_09,personalization,stock_personalization,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.stock_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004719,ml,ml-03,pg-cluster-527,ml_svc_03,ml,segment_ml,segment_id,personalization,personalization-10,pg-cluster-699,personalization_svc_10,personalization,location_personalization,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.location_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004720,ml,ml-04,pg-cluster-534,ml_svc_04,ml,line_ml,line_id,personalization,personalization-01,pg-cluster-610,personalization_svc_01,personalization,mapping_personalization,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,personalization,fk.pg.relation.personalization.mapping_personalization,retry_then_dlq,application_or_lakehouse_join,ml logically references personalization; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004721,personalization,personalization-01,pg-cluster-601,personalization_svc_01,personalization,account_personalization,account_id,customer,customer-01,pg-cluster-101,customer_svc_01,customer,account_customer,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.account_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004722,personalization,personalization-01,pg-cluster-608,personalization_svc_01,personalization,status_personalization,status_id,customer,customer-02,pg-cluster-112,customer_svc_02,customer,detail_customer,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.detail_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004723,personalization,personalization-02,pg-cluster-615,personalization_svc_02,personalization,request_personalization,request_id,customer,customer-03,pg-cluster-123,customer_svc_03,customer,policy_customer,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.policy_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004724,personalization,personalization-03,pg-cluster-622,personalization_svc_03,personalization,configuration_personalization,configuration_id,customer,customer-04,pg-cluster-134,customer_svc_04,customer,line_customer,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.line_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004725,personalization,personalization-03,pg-cluster-629,personalization_svc_03,personalization,offer_personalization,offer_id,customer,customer-05,pg-cluster-145,customer_svc_05,customer,approval_customer,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.approval_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004726,personalization,personalization-04,pg-cluster-636,personalization_svc_04,personalization,job_personalization,job_id,customer,customer-06,pg-cluster-156,customer_svc_06,customer,variant_customer,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.variant_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004727,personalization,personalization-05,pg-cluster-643,personalization_svc_05,personalization,decision_personalization,decision_id,customer,customer-07,pg-cluster-167,customer_svc_07,customer,channel_customer,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.channel_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004728,personalization,personalization-05,pg-cluster-650,personalization_svc_05,personalization,forecast_personalization,forecast_id,customer,customer-08,pg-cluster-178,customer_svc_08,customer,settlement_customer,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.settlement_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004729,personalization,personalization-06,pg-cluster-657,personalization_svc_06,personalization,media_personalization,media_id,customer,customer-09,pg-cluster-189,customer_svc_09,customer,return_customer,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.return_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004730,personalization,personalization-07,pg-cluster-664,personalization_svc_07,personalization,impression_personalization,impression_id,customer,customer-10,pg-cluster-200,customer_svc_10,customer,owner_customer,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.owner_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004731,personalization,personalization-08,pg-cluster-671,personalization_svc_08,personalization,provider_personalization,provider_id,customer,customer-02,pg-cluster-111,customer_svc_02,customer,item_customer,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.item_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004732,personalization,personalization-08,pg-cluster-678,personalization_svc_08,personalization,settlement_personalization,settlement_id,customer,customer-03,pg-cluster-122,customer_svc_03,customer,configuration_customer,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.configuration_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004733,personalization,personalization-09,pg-cluster-685,personalization_svc_09,personalization,stop_personalization,stop_id,customer,customer-04,pg-cluster-133,customer_svc_04,customer,invoice_customer,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.invoice_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004734,personalization,personalization-10,pg-cluster-692,personalization_svc_10,personalization,rating_personalization,rating_id,customer,customer-05,pg-cluster-144,customer_svc_05,customer,workflow_customer,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.workflow_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004735,personalization,personalization-10,pg-cluster-699,personalization_svc_10,personalization,location_personalization,location_id,customer,customer-06,pg-cluster-155,customer_svc_06,customer,attribute_customer,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.attribute_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004736,personalization,personalization-01,pg-cluster-606,personalization_svc_01,personalization,event_personalization,event_id,customer,customer-07,pg-cluster-166,customer_svc_07,customer,attribution_customer,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.attribution_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004737,personalization,personalization-02,pg-cluster-613,personalization_svc_02,personalization,snapshot_personalization,snapshot_id,customer,customer-08,pg-cluster-177,customer_svc_08,customer,tax_customer,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.tax_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004738,personalization,personalization-02,pg-cluster-620,personalization_svc_02,personalization,movement_personalization,movement_id,customer,customer-09,pg-cluster-188,customer_svc_09,customer,stock_customer,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.stock_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004739,personalization,personalization-03,pg-cluster-627,personalization_svc_03,personalization,segment_personalization,segment_id,customer,customer-10,pg-cluster-199,customer_svc_10,customer,location_customer,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.location_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004740,personalization,personalization-04,pg-cluster-634,personalization_svc_04,personalization,line_personalization,line_id,customer,customer-01,pg-cluster-110,customer_svc_01,customer,mapping_customer,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.mapping_customer,retry_then_dlq,application_or_lakehouse_join,personalization logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004741,personalization,personalization-01,pg-cluster-601,personalization_svc_01,personalization,account_personalization,account_id,ml,ml-01,pg-cluster-501,ml_svc_01,ml,account_ml,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.account_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004742,personalization,personalization-01,pg-cluster-608,personalization_svc_01,personalization,status_personalization,status_id,ml,ml-02,pg-cluster-512,ml_svc_02,ml,detail_ml,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.detail_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004743,personalization,personalization-02,pg-cluster-615,personalization_svc_02,personalization,request_personalization,request_id,ml,ml-03,pg-cluster-523,ml_svc_03,ml,policy_ml,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.policy_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004744,personalization,personalization-03,pg-cluster-622,personalization_svc_03,personalization,configuration_personalization,configuration_id,ml,ml-04,pg-cluster-534,ml_svc_04,ml,line_ml,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.line_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004745,personalization,personalization-03,pg-cluster-629,personalization_svc_03,personalization,offer_personalization,offer_id,ml,ml-05,pg-cluster-545,ml_svc_05,ml,approval_ml,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.approval_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004746,personalization,personalization-04,pg-cluster-636,personalization_svc_04,personalization,job_personalization,job_id,ml,ml-06,pg-cluster-556,ml_svc_06,ml,variant_ml,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.variant_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004747,personalization,personalization-05,pg-cluster-643,personalization_svc_05,personalization,decision_personalization,decision_id,ml,ml-07,pg-cluster-567,ml_svc_07,ml,channel_ml,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.channel_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004748,personalization,personalization-05,pg-cluster-650,personalization_svc_05,personalization,forecast_personalization,forecast_id,ml,ml-08,pg-cluster-578,ml_svc_08,ml,settlement_ml,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.settlement_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004749,personalization,personalization-06,pg-cluster-657,personalization_svc_06,personalization,media_personalization,media_id,ml,ml-09,pg-cluster-589,ml_svc_09,ml,return_ml,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.return_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004750,personalization,personalization-07,pg-cluster-664,personalization_svc_07,personalization,impression_personalization,impression_id,ml,ml-10,pg-cluster-600,ml_svc_10,ml,owner_ml,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.owner_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004751,personalization,personalization-08,pg-cluster-671,personalization_svc_08,personalization,provider_personalization,provider_id,ml,ml-02,pg-cluster-511,ml_svc_02,ml,item_ml,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.item_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004752,personalization,personalization-08,pg-cluster-678,personalization_svc_08,personalization,settlement_personalization,settlement_id,ml,ml-03,pg-cluster-522,ml_svc_03,ml,configuration_ml,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.configuration_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004753,personalization,personalization-09,pg-cluster-685,personalization_svc_09,personalization,stop_personalization,stop_id,ml,ml-04,pg-cluster-533,ml_svc_04,ml,invoice_ml,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.invoice_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004754,personalization,personalization-10,pg-cluster-692,personalization_svc_10,personalization,rating_personalization,rating_id,ml,ml-05,pg-cluster-544,ml_svc_05,ml,workflow_ml,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.workflow_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004755,personalization,personalization-10,pg-cluster-699,personalization_svc_10,personalization,location_personalization,location_id,ml,ml-06,pg-cluster-555,ml_svc_06,ml,attribute_ml,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.attribute_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004756,personalization,personalization-01,pg-cluster-606,personalization_svc_01,personalization,event_personalization,event_id,ml,ml-07,pg-cluster-566,ml_svc_07,ml,attribution_ml,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.attribution_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004757,personalization,personalization-02,pg-cluster-613,personalization_svc_02,personalization,snapshot_personalization,snapshot_id,ml,ml-08,pg-cluster-577,ml_svc_08,ml,tax_ml,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.tax_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004758,personalization,personalization-02,pg-cluster-620,personalization_svc_02,personalization,movement_personalization,movement_id,ml,ml-09,pg-cluster-588,ml_svc_09,ml,stock_ml,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.stock_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004759,personalization,personalization-03,pg-cluster-627,personalization_svc_03,personalization,segment_personalization,segment_id,ml,ml-10,pg-cluster-599,ml_svc_10,ml,location_ml,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.location_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004760,personalization,personalization-04,pg-cluster-634,personalization_svc_04,personalization,line_personalization,line_id,ml,ml-01,pg-cluster-510,ml_svc_01,ml,mapping_ml,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,ml,fk.pg.relation.ml.mapping_ml,retry_then_dlq,application_or_lakehouse_join,personalization logically references ml; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004761,personalization,personalization-01,pg-cluster-601,personalization_svc_01,personalization,account_personalization,account_id,recommendation,recommendation-01,pg-cluster-201,recommendation_svc_01,recommendation,account_recommendation,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.account_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004762,personalization,personalization-01,pg-cluster-608,personalization_svc_01,personalization,status_personalization,status_id,recommendation,recommendation-02,pg-cluster-212,recommendation_svc_02,recommendation,detail_recommendation,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.detail_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004763,personalization,personalization-02,pg-cluster-615,personalization_svc_02,personalization,request_personalization,request_id,recommendation,recommendation-03,pg-cluster-223,recommendation_svc_03,recommendation,policy_recommendation,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.policy_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004764,personalization,personalization-03,pg-cluster-622,personalization_svc_03,personalization,configuration_personalization,configuration_id,recommendation,recommendation-04,pg-cluster-234,recommendation_svc_04,recommendation,line_recommendation,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.line_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004765,personalization,personalization-03,pg-cluster-629,personalization_svc_03,personalization,offer_personalization,offer_id,recommendation,recommendation-05,pg-cluster-245,recommendation_svc_05,recommendation,approval_recommendation,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.approval_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004766,personalization,personalization-04,pg-cluster-636,personalization_svc_04,personalization,job_personalization,job_id,recommendation,recommendation-06,pg-cluster-256,recommendation_svc_06,recommendation,variant_recommendation,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.variant_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004767,personalization,personalization-05,pg-cluster-643,personalization_svc_05,personalization,decision_personalization,decision_id,recommendation,recommendation-07,pg-cluster-267,recommendation_svc_07,recommendation,channel_recommendation,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.channel_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004768,personalization,personalization-05,pg-cluster-650,personalization_svc_05,personalization,forecast_personalization,forecast_id,recommendation,recommendation-08,pg-cluster-278,recommendation_svc_08,recommendation,settlement_recommendation,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.settlement_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004769,personalization,personalization-06,pg-cluster-657,personalization_svc_06,personalization,media_personalization,media_id,recommendation,recommendation-09,pg-cluster-289,recommendation_svc_09,recommendation,return_recommendation,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.return_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004770,personalization,personalization-07,pg-cluster-664,personalization_svc_07,personalization,impression_personalization,impression_id,recommendation,recommendation-10,pg-cluster-300,recommendation_svc_10,recommendation,owner_recommendation,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.owner_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004771,personalization,personalization-08,pg-cluster-671,personalization_svc_08,personalization,provider_personalization,provider_id,recommendation,recommendation-02,pg-cluster-211,recommendation_svc_02,recommendation,item_recommendation,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.item_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-004772,personalization,personalization-08,pg-cluster-678,personalization_svc_08,personalization,settlement_personalization,settlement_id,recommendation,recommendation-03,pg-cluster-222,recommendation_svc_03,recommendation,configuration_recommendation,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,recommendation,fk.pg.relation.recommendation.configuration_recommendation,retry_then_dlq,application_or_lakehouse_join,personalization logically references recommendation; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
